代码	名称	发行总额(亿元)	期限(年)	发行价格	票面利率(发行参考利率)(%)	息票品种	附息利率类型	付息频率	发行日期	起息日期	到期日期	剩余年限(年)	债券信用评级	债券评级类型	债券评级机构	债券评级日期	主体信用评级	主体评级类型	主体评级机构	主体评级日期	担保人	担保方式	是否跨市场	GICS一级行业	GICS二级行业	GICS三级行业	GICS四级行业	发行公告日期	上市公告日期	上市日期	承销方式	发行费率	发行人	发行人类型	交易市场	交易状态	债券类型	省份	城市
125258.SH	13西路桥	1	3	100	8.7	附息	累进利率	1年1次	2014/3/25	2014/3/25	2017/3/25	1.4411									南京江宁国有资产经营集团有限公司	不可撤销连带责任担保	FALSE	工业	运输	交通基础设施	公路与铁路	2014/5/9	2014/5/9	2014/5/12	余额包销		南京西部路桥集团有限公司	地方国有企业	上海证券交易所	上市	私募债	江苏省	南京市
031490154.IB	14洪市政PPN001	5	3	100	7.3	附息	固定利率	1年1次	2014/3/21	2014/3/25	2017/3/25	1.4411					AA+	长期信用评级	大公国际资信评估有限公司	2015/9/18			FALSE	公用事业	公用事业Ⅱ	复合型公用事业Ⅲ	复合型公用事业	2014/3/25			余额包销		南昌市政公用投资控股有限责任公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	江西省	南昌市
1080038.IB	10淮开控债	12	7	100	6.8	附息	固定利率	1年1次	2010/3/24	2010/3/24	2017/3/24	1.4384	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2014/6/26	AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29		质押担保	FALSE	金融	房地产	房地产管理与开发	房地产开发	2010/3/23	2010/4/21	2010/4/22	余额包销		淮安开发控股有限公司	地方国有企业	银行间债券市场	上市	一般企业债	江苏省	淮安市
031490167.IB	14常城建PPN002		3	100	0	附息	固定利率	1年1次	2014/3/21	2014/3/24	2017/3/24	1.4384					AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/25			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/3/25					常州市城市建设(集团)有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	江苏省	常州市
031490171.IB	14长春农业PPN002	3.5	3	100	8.3	附息	固定利率	1年1次	2014/3/21	2014/3/24	2017/3/24	1.4384					AA	长期信用评级	大公国际资信评估有限公司	2015/6/29			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/3/26			余额包销		长春现代农业产业建设有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	吉林省	长春市
78006	07天富债	2.8	10	100	4.5	附息	固定利率	1年1次	2007/3/22	2007/3/22	2017/3/22	1.4329	AA	长期信用评级	联合资信评估有限公司	2015/7/9	AA	长期信用评级	联合资信评估有限公司	2015/7/9	乌鲁木齐市商业银行股份有限公司	不可撤销连带责任担保	FALSE	公用事业	公用事业Ⅱ	电力Ⅲ	电力	2007/3/22			余额包销		新疆天富能源股份有限公司	地方国有企业	其他市场	待上市	一般企业债	新疆维吾尔自治区	石河子市
081355004.IB	13扬城建ABN001D	4.5	4	100	6.35	附息	固定利率	1年1次	2013/3/22	2013/3/22	2017/3/22	1.4329					AA+	长期信用评级	大公国际资信评估有限公司	2015/7/30			FALSE	金融	多元金融	多元金融服务	多领域控股	2013/4/17			余额包销		扬州市城建国有资产控股(集团)有限责任公司	地方国有企业	等待银行间或交易所上市	待上市	交易商协会ABN	江苏省	扬州市
1282070.IB	12渝建工MTN1	6	5	100	6.1	附息	固定利率	1年1次	2012/3/20	2012/3/21	2017/3/21	1.4301	AA	长期信用评级	大公国际资信评估有限公司	2015/7/24	AA	长期信用评级	大公国际资信评估有限公司	2015/7/24			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2012/3/13	2012/3/21	2012/3/22	余额包销		重庆建工集团股份有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	重庆	重庆市
125253.SH	14天源01	2	3	100	11	附息	累进利率	1年1次	2014/3/21	2014/3/21	2017/3/21	1.4301	AA	长期信用评级	大公国际资信评估有限公司	2014/5/29	A	长期信用评级	大公国际资信评估有限公司	2014/5/29	淮安市水利资产经营有限公司	不可撤销连带责任担保	FALSE	公用事业	公用事业Ⅱ	水务Ⅲ	水务	2014/5/29	2014/5/29	2014/5/30	余额包销		盱眙县天源水务有限公司	地方国有企业	上海证券交易所	上市	私募债	江苏省	淮安市
031490160.IB	14锡新区PPN002	10	3	100	7.5	附息	固定利率	1年1次	2014/3/20	2014/3/21	2017/3/21	1.4301					AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			FALSE	金融	房地产	房地产管理与开发	房地产开发	2014/3/24			余额包销		无锡市新区发展集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	江苏省	无锡市
122705.SH	12苏交通	25	5	100	4.9	附息	累进利率	1年1次	2012/3/20	2012/3/20	2017/3/20	1.4274	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/10	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/8/6	江苏省国信资产管理集团有限公司	不可撤销连带责任担保	TRUE	工业	运输	交通基础设施	公路与铁路	2012/3/19	2012/5/21	2012/5/22	余额包销		江苏交通控股有限公司	地方国有企业	上海证券交易所	上市	一般企业债	江苏省	南京市
1280057.IB	12苏交通债	25	5	100	4.9	附息	累进利率	1年1次	2012/3/20	2012/3/20	2017/3/20	1.4274	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/10	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/8/6	江苏省国信资产管理集团有限公司	不可撤销连带责任担保	TRUE	工业	运输	交通基础设施	公路与铁路	2012/3/19	2012/4/11	2012/4/12	余额包销		江苏交通控股有限公司	地方国有企业	银行间债券市场	上市	一般企业债	江苏省	南京市
031490140.IB	14乌国资PPN001	5	3	100	8.2	附息	固定利率	1年1次	2014/3/17	2014/3/19	2017/3/19	1.4247					AA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/3/21		2014/3/21	余额包销		乌鲁木齐国有资产经营有限公司	地方国有企业	银行间债券市场	上市	定向工具	新疆维吾尔自治区	乌鲁木齐市
101454006.IB	14桂投资MTN001	5	3	100	6.4	附息	固定利率	1年1次	2014/3/18	2014/3/19	2017/3/19	1.4247	AA+	长期信用评级	大公国际资信评估有限公司	2015/7/24	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/8/17			FALSE	公用事业	公用事业Ⅱ	电力Ⅲ	电力	2014/3/11	2014/3/19	2014/3/20	余额包销		广西投资集团有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	广西壮族自治区	南宁市
101458006.IB	14闽漳龙MTN001(3年期)	6	3	100	6.95	附息	固定利率	1年1次	2014/3/14	2014/3/18	2017/3/18	1.4219	AA+	长期信用评级	联合资信评估有限公司	2015/5/5	AA+	长期信用评级	联合资信评估有限公司	2015/9/15			FALSE	工业	运输	交通基础设施	公路与铁路	2014/3/7	2014/3/18	2014/3/19	余额包销		福建漳龙集团有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	福建省	漳州市
031490128.IB	14甘公投PPN001	18	3	100	7.5	附息	固定利率	1年1次	2014/3/13	2014/3/17	2017/3/17	1.4192					AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/7/14			FALSE	工业	运输	交通基础设施	公路与铁路	2014/3/20			余额包销		甘肃省公路航空旅游投资集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	甘肃省	兰州市
031490137.IB	14常交通PPN001	5	3	100	7.58	附息	固定利率	1年1次	2014/3/14	2014/3/17	2017/3/17	1.4192					AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/3/19			余额包销		常州市交通产业集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	江苏省	常州市
1282063.IB	12渝文资MTN2	4	5	100	5.54	附息	固定利率	1年1次	2012/3/14	2012/3/15	2017/3/15	1.4137	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/27	AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/27			FALSE	可选消费	媒体Ⅱ	媒体Ⅲ	出版	2012/3/9	2012/3/15	2012/3/16	余额包销		重庆市国有文化资产经营管理有限责任公司	地方国有企业	银行间债券市场	上市	一般中期票据	重庆	重庆市
1282061.IB	12粤机场MTN1	4.8	5	100	4.88	附息	固定利率	1年1次	2012/3/13	2012/3/14	2017/3/14	1.411	AAA	长期信用评级	大公国际资信评估有限公司	2015/7/21	AAA	长期信用评级	大公国际资信评估有限公司	2015/7/21			FALSE	工业	运输	交通基础设施	机场服务	2012/3/8	2012/3/14	2012/3/15	余额包销		广东省机场管理集团有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	广东省	广州市
101462005.IB	14嘉公路MTN001	4	3	100	7.2	附息	固定利率	1年1次	2014/3/13	2014/3/14	2017/3/14	1.411	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/7/30	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/7/30	嘉兴市文化名城投资集团有限公司	不可撤销连带责任担保	FALSE	工业	运输	交通基础设施	公路与铁路	2014/3/10	2014/3/14	2014/3/17	余额包销		嘉兴市高等级公路投资有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	浙江省	嘉兴市
031490119.IB	14宁城建PPN002	15	3	100	7.28	附息	固定利率	1年1次	2014/3/13	2014/3/14	2017/3/14	1.411					AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/29			FALSE	金融	多元金融	多元金融服务	多领域控股	2014/3/17			余额包销		南京市城市建设投资控股(集团)有限责任公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	江苏省	南京市
031490130.IB	14锡新区PPN001	5	3	100	7.5	附息	固定利率	1年1次	2014/3/13	2014/3/14	2017/3/14	1.411					AA+	长期信用评级	中诚信国际信用评级有限责任公司	2015/6/26			FALSE	金融	房地产	房地产管理与开发	房地产开发	2014/3/18			余额包销		无锡市新区发展集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	江苏省	无锡市
031490133.IB	14渝长寿PPN001	5	3	100	8.4	附息	固定利率	1年1次	2014/3/13	2014/3/14	2017/3/14	1.411					AA	长期信用评级	鹏元资信评估有限公司	2015/6/29			FALSE	工业	资本货物	综合类Ⅲ	综合类行业	2014/3/17			余额包销		重庆长寿经济技术开发区开发投资集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	重庆	重庆市
031490134.IB	14渝富PPN001	30	3	100	7.5	附息	固定利率	1年1次	2014/3/14	2014/3/14	2017/3/14	1.411					AAA	长期信用评级	鹏元资信评估有限公司	2015/6/29			FALSE	金融	多元金融	资本市场	多元资本市场	2014/3/18			余额包销		重庆渝富资产经营管理集团有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	重庆	重庆市
031490127.IB	14郑州交投PPN001	5	3	100	7.8	附息	固定利率	1年1次	2014/3/12	2014/3/13	2017/3/13	1.4082					AA+	长期信用评级	联合资信评估有限公司	2015/6/26			FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2014/3/14			余额包销		郑州交通建设投资有限公司	地方国有企业	等待银行间或交易所上市	待上市	定向工具	河南省	郑州市
0982023.IB	09恒健MTN1	100	8	100	4.3	附息	固定利率	1年1次	2009/3/9	2009/3/10	2017/3/10	1.4	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/30	AAA	长期信用评级	中诚信国际信用评级有限责任公司	2015/7/30			FALSE	金融	多元金融	多元金融服务	多领域控股	2009/3/2	2009/3/10	2009/3/11	余额包销		广东恒健投资控股有限公司	地方国有企业	银行间债券市场	上市	一般中期票据	广东省	广州市
0982024.IB	09久事MTN1	50	8	100	4.3	附息	固定利率	1年1次	2009/3/9	2009/3/10	2017/3/10	1.4	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/26	AAA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/26			FALSE	金融	多元金融	多元金融服务	多领域控股	2009/2/27	2009/3/10	2009/3/11	余额包销		上海久事公司	地方国有企业	银行间债券市场	上市	一般中期票据	上海	上海市
1080028.IB	10银城投债	15	7	100	6.28	附息	固定利率	1年1次	2010/3/9	2010/3/9	2017/3/9	1.3973	AA+	长期信用评级	大公国际资信评估有限公司	2015/7/27	AA	长期信用评级	大公国际资信评估有限公司	2015/7/27		质押担保	FALSE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2010/3/8	2010/3/22	2010/3/23	余额包销		银川市城市建设投资控股有限公司	地方国有企业	银行间债券市场	上市	一般企业债	宁夏回族自治区	银川市
1080030.IB	10佳城投债	10	7	100	7.88	附息	固定利率	1年1次	2010/3/9	2010/3/9	2017/3/9	1.3973	AA+	长期信用评级	大公国际资信评估有限公司	2015/8/28	AA	长期信用评级	大公国际资信评估有限公司	2015/8/28		质押担保及抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2010/3/6	2010/3/18	2010/3/19	余额包销		佳木斯市新时代城市基础设施建设投资(集团)有限公司	地方国有企业	银行间债券市场	上市	一般企业债	黑龙江省	佳木斯市
1080031.IB	10红谷城投债	8	7	100	6.9	附息	累进利率	1年1次	2010/3/9	2010/3/9	2017/3/9	1.3973	AA+	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/30	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/30		抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2010/3/8	2010/3/25	2010/3/26	余额包销		南昌市红谷滩城市投资集团有限公司	地方国有企业	银行间债券市场	上市	一般企业债	江西省	南昌市
111060.SZ	10佳城投	10	7	100	7.88	附息	固定利率	1年1次	2010/3/9	2010/3/9	2017/3/9	1.3973	AA+	长期信用评级	大公国际资信评估有限公司	2015/8/28	AA	长期信用评级	大公国际资信评估有限公司	2015/8/28		质押担保及抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2010/3/6	2010/5/6	2010/5/10	余额包销		佳木斯市新时代城市基础设施建设投资(集团)有限公司	地方国有企业	深圳证券交易所	上市	一般企业债	黑龙江省	佳木斯市
122916.SH	10红谷滩	8	7	100	6.9	附息	累进利率	1年1次	2010/3/9	2010/3/9	2017/3/9	1.3973	AA+	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/30	AA	长期信用评级	上海新世纪资信评估投资服务有限公司	2015/6/30		抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2010/3/8	2010/5/12	2010/5/13	余额包销		南昌市红谷滩城市投资集团有限公司	地方国有企业	上海证券交易所	上市	一般企业债	江西省	南昌市
1180054.IB	11三门债	8	6	100	8.28	附息	累进利率	1年1次	2011/3/8	2011/3/8	2017/3/8	1.3945	AA	长期信用评级	大公国际资信评估有限公司	2015/8/28	AA-	长期信用评级	大公国际资信评估有限公司	2015/8/28		抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2011/3/7	2011/3/22	2011/3/23	余额包销		三门县国有资产投资控股有限公司	地方国有企业	银行间债券市场	上市	一般企业债	浙江省	台州市
124512.SH	11三门投	8	6	100	8.28	附息	累进利率	1年1次	2011/3/8	2011/3/8	2017/3/8	1.3945	AA	长期信用评级	大公国际资信评估有限公司	2015/8/28	AA-	长期信用评级	大公国际资信评估有限公司	2015/8/28		抵押担保	TRUE	工业	资本货物	建筑与工程Ⅲ	建筑与工程	2011/3/7	2014/3/14	2014/3/17	余额包销		三门县国有资产投资控股有限公司	地方国有企业	上海证券交易所	上市	一般企业债	浙江省	台州市
122117.SH	11闽高速	15	5	100	5.8	附息	累进利率	1年1次	2012/3/8	2012/3/8	2017/3/8	1.3945	AA+	长期信用评级	中诚信证券评估有限公司	2014/4/23	AA+	长期信用评级	中诚信证券评估有限公司	2015/7/23			FALSE	工业	运输	交通基础设施	公路与铁路	2012/3/6	2012/3/27	2012/3/28	余额包销	1.5	福建发展高速公路股份有限公司	地方国有企业	上海证券交易所	暂停上市	一般公司债	福建省	福州市
